URL,title
https://habr.com/ru/articles/851360/,"Стартап Decagon, который разрабатывает ИИ-агенты, привлек $65 млн. Его клиенты сокращают штаты служб поддержки на 80% / Хабр"
https://habr.com/ru/news/851246/,Представлен Ditto — открытый генератор исходного кода приложений во Flask по текстовому запросу / Хабр
https://habr.com/ru/articles/851220/,Пишем хорошие баг репорты. Рекомендации / Хабр
https://habr.com/ru/articles/851356/,"Аудит сайта в 99% случаев бесполезен. Почему эксперт должен погружаться в бизнес, а не «анализировать 347 параметров»? / Хабр"
https://habr.com/ru/articles/848868/,Home Lab мечты в Kubernetes / Хабр
https://habr.com/ru/articles/851446/,С чего начинать на новом месте (памятка для Руководителя проектов) / Хабр
https://habr.com/ru/articles/807839/,Обзор смартфона Nothing Phone (2a): манифест технологичности и стиля / Хабр
https://habr.com/ru/companies/redmadrobot/articles/848996/,Как мы сделали базу знаний Smarty на основе RAG / Хабр
https://habr.com/ru/companies/mako_digital/articles/851268/,"Магазин элитного белья сливал деньги на Я.Директ, а потом спросил ChatGPT и вырос вдвое / Хабр"
https://habr.com/ru/companies/ru_mts/articles/851450/,Семь каверзных вопросов от преподавателей школы аналитиков данных МТС / Хабр
https://habr.com/ru/articles/851506/,"Из пепла: 7 техник, чтобы вернуть сотрудников и себя к жизни / Хабр"
https://habr.com/ru/companies/spring_aio/articles/851604/,Безопасный Docker в продакшене / Хабр
https://habr.com/ru/articles/851384/,Mount — ещё один способ уменьшения размера Docker-образа / Хабр
https://habr.com/ru/companies/data_light/articles/851700/,Анализ тональности текста: зачем он нужен и как его использовать? Объясняем за 7 минут / Хабр
https://habr.com/ru/articles/851804/,Дизайн на основе данных: Как метрики делают ваш продукт успешным / Хабр
https://habr.com/ru/articles/851836/,От Павлова до ChatGPT: как LLM перевернули наше понимание мышления / Хабр
https://habr.com/ru/articles/851624/,ИТ-пенсионеры и где они обитают / Хабр
https://habr.com/ru/articles/851910/,"Пацанский английский. Ленивый способ наконец выучить английский язык: без курсов, без зубрежки, бесплатно / Хабр"
https://habr.com/ru/companies/raft/articles/851548/,Автоэнкодеры простыми словами / Хабр
https://habr.com/ru/articles/852338/,Английский для продакта: как я выучил язык для срочного поиска работы / Хабр
https://habr.com/ru/news/852962/,Торвальдс прокомментировал исключение российских разработчиков из списка мейнтейнеров Linux по указанию юристов / Хабр
https://habr.com/ru/articles/852896/,Куда выйти из айти? / Хабр
https://habr.com/ru/companies/friflex/articles/853512/,От Junior до Team Lead меньше чем за 2 года / Хабр
https://habr.com/ru/companies/piter/articles/853400/,Какую архитектуру конвейера данных следует использовать? / Хабр
https://habr.com/ru/articles/852394/,Zabbix vs Prometheus. Что выбрать для гетерогенной инфраструктуры? / Хабр
https://habr.com/ru/companies/bothub/news/853248/,Claude от Anthropic теперь может писать и запускать код / Хабр
https://habr.com/ru/articles/852046/,"Оценка LLM: метрики, фреймворки и лучшие практики / Хабр"
https://habr.com/ru/articles/853408/,Крутить или не крутить? / Хабр
https://habr.com/ru/companies/timeweb/articles/853578/,Вычисления с GPU-ускорением на Python / Хабр
https://habr.com/ru/articles/853056/,Полное руководство по обработке ошибок в Python / Хабр
https://habr.com/ru/articles/853720/,OrbStack: Почему я забыл про Docker Desktop / Хабр
https://habr.com/ru/news/853710/,Релиз кроссплатформенного открытого многофункционального архиватора PeaZip 10.0 / Хабр
https://habr.com/ru/articles/853642/,Оптимальные протоколы обучения 2024 согласно исследованиям Стэнфорда / Хабр
https://habr.com/ru/articles/853792/,С кем важно говорить о требованиях? / Хабр
https://habr.com/ru/articles/853560/,Cтатистика Байеса в ML для самых маленьких / Хабр
https://habr.com/ru/articles/853790/,Хабр
https://habr.com/ru/articles/720100/,Укроп на камнях / Хабр
https://habr.com/ru/articles/854030/,Какие бывают Руководители проектов в разных компаниях / Хабр
https://habr.com/ru/companies/otus/articles/854014/,Стратегии выживания в постиндустриальном мире / Хабр
https://habr.com/ru/companies/ruvds/articles/853084/,"RIP, Флибуста! Как благодаря масонам, студенту и сисадмину родились легальные (и не очень) электронные библиотеки? / Хабр"
